Time;In - ether1;In - sfp-sfpplus4 - modem;In - l2tp-out1;In - sfp1 - lantai 1;In - sfp2 - lantai 2;In - sfp3 - lantai 3;In - sfp4 - lantai 4;In - sfp5 - lantai 5;In - sfp-sfpplus1 - lantai 6;In - sfp-sfpplus2 - lantai 7;In - sfp-sfpplus3;Out - ether1;Out - sfp-sfpplus4 - modem;Out - l2tp-out1;Out - sfp1 - lantai 1;Out - sfp2 - lantai 2;Out - sfp3 - lantai 3;Out - sfp4 - lantai 4;Out - sfp5 - lantai 5;Out - sfp-sfpplus1 - lantai 6;Out - sfp-sfpplus2 - lantai 7;Out - sfp-sfpplus3
26/04/2024 06:55;0 b/s;10.7 Mb/s;0 b/s;4.29 kb/s;203 kb/s;55.8 kb/s;25.2 kb/s;56.7 kb/s;151 kb/s;125 kb/s;0 b/s;0 b/s;-486 kb/s;0 b/s;-25 kb/s;-5.5 Mb/s;-301 kb/s;-13 kb/s;-27 kb/s;-2.5 Mb/s;-1.9 Mb/s;0 b/s
26/04/2024 07:00;0 b/s;18.7 Mb/s;0 b/s;5.63 kb/s;165 kb/s;100 kb/s;4.36 kb/s;102 kb/s;62.3 kb/s;407 kb/s;0 b/s;0 b/s;-733 kb/s;0 b/s;-28 kb/s;-4.9 Mb/s;-448 kb/s;-2.4 kb/s;-1.4 Mb/s;-548 kb/s;-11 Mb/s;0 b/s
26/04/2024 07:05;0 b/s;12.3 Mb/s;0 b/s;2.78 kb/s;302 kb/s;86.7 kb/s;9.73 kb/s;55.7 kb/s;22.5 kb/s;183 kb/s;0 b/s;0 b/s;-538 kb/s;0 b/s;-14 kb/s;-6.0 Mb/s;-990 kb/s;-1.7 kb/s;-428 kb/s;-8.0 kb/s;-4.7 Mb/s;0 b/s
26/04/2024 07:10;0 b/s;9.99 Mb/s;0 b/s;39.9 kb/s;186 kb/s;145 kb/s;8.40 kb/s;34.7 kb/s;99.3 kb/s;219 kb/s;0 b/s;0 b/s;-596 kb/s;0 b/s;-64 kb/s;-4.1 Mb/s;-608 kb/s;-346 b/s;-5.9 kb/s;-1.5 Mb/s;-3.7 Mb/s;0 b/s
26/04/2024 07:15;0 b/s;5.84 Mb/s;0 b/s;20.0 kb/s;398 kb/s;38.7 kb/s;9.05 kb/s;69.1 kb/s;21.0 kb/s;42.7 kb/s;0 b/s;0 b/s;-474 kb/s;0 b/s;-34 kb/s;-4.2 Mb/s;-221 kb/s;-1.5 kb/s;-834 kb/s;-5.4 kb/s;-117 kb/s;0 b/s
26/04/2024 07:20;0 b/s;4.86 Mb/s;0 b/s;39.4 kb/s;219 kb/s;40.1 kb/s;10.2 kb/s;34.2 kb/s;43.0 kb/s;122 kb/s;0 b/s;0 b/s;-367 kb/s;0 b/s;-53 kb/s;-4.1 Mb/s;-57 kb/s;-2.0 kb/s;-5.4 kb/s;-227 kb/s;-390 kb/s;0 b/s
26/04/2024 07:25;0 b/s;8.88 Mb/s;0 b/s;4.75 kb/s;485 kb/s;54.2 kb/s;9.07 kb/s;99.4 kb/s;44.5 kb/s;94.9 kb/s;0 b/s;0 b/s;-636 kb/s;0 b/s;-28 kb/s;-5.8 Mb/s;-693 kb/s;-2.0 kb/s;-1.5 Mb/s;-300 kb/s;-126 kb/s;0 b/s
26/04/2024 07:30;0 b/s;26.8 Mb/s;0 b/s;3.98 kb/s;728 kb/s;213 kb/s;79.5 kb/s;55.8 kb/s;19.6 kb/s;534 kb/s;0 b/s;0 b/s;-1.4 Mb/s;0 b/s;-19 kb/s;-13 Mb/s;-1.1 Mb/s;-38 kb/s;-428 kb/s;-2.3 kb/s;-9.5 Mb/s;0 b/s
26/04/2024 07:35;0 b/s;7.03 Mb/s;0 b/s;39.5 kb/s;355 kb/s;151 kb/s;50.5 kb/s;42.6 kb/s;79.8 kb/s;199 kb/s;0 b/s;0 b/s;-706 kb/s;0 b/s;-65 kb/s;-4.4 Mb/s;-940 kb/s;-14 kb/s;-15 kb/s;-608 kb/s;-671 kb/s;0 b/s
26/04/2024 07:40;0 b/s;10.6 Mb/s;0 b/s;4.63 kb/s;293 kb/s;145 kb/s;76.7 kb/s;44.2 kb/s;269 kb/s;118 kb/s;0 b/s;0 b/s;-688 kb/s;0 b/s;-28 kb/s;-4.3 Mb/s;-5.1 Mb/s;-34 kb/s;-15 kb/s;-157 kb/s;-1.0 Mb/s;0 b/s
26/04/2024 07:45;0 b/s;7.59 Mb/s;0 b/s;4.98 kb/s;333 kb/s;136 kb/s;62.9 kb/s;42.1 kb/s;41.0 kb/s;112 kb/s;0 b/s;0 b/s;-407 kb/s;0 b/s;-29 kb/s;-4.2 Mb/s;-1.9 Mb/s;-539 kb/s;-11 kb/s;-9.0 kb/s;-953 kb/s;0 b/s
26/04/2024 07:50;0 b/s;14.0 Mb/s;0 b/s;8.39 kb/s;239 kb/s;85.2 kb/s;37.8 kb/s;41.9 kb/s;122 kb/s;491 kb/s;0 b/s;0 b/s;-810 kb/s;0 b/s;-32 kb/s;-4.1 Mb/s;-313 kb/s;-9.5 kb/s;-13 kb/s;-1.5 Mb/s;-7.8 Mb/s;0 b/s
26/04/2024 07:55;0 b/s;28.9 Mb/s;0 b/s;2.78 kb/s;633 kb/s;93.2 kb/s;50.7 kb/s;61.7 kb/s;102 kb/s;685 kb/s;0 b/s;0 b/s;-1.3 Mb/s;0 b/s;-14 kb/s;-16 Mb/s;-806 kb/s;-620 kb/s;-117 kb/s;-659 kb/s;-9.2 Mb/s;0 b/s
26/04/2024 08:00;0 b/s;17.0 Mb/s;0 b/s;14.0 kb/s;407 kb/s;130 kb/s;50.8 kb/s;117 kb/s;44.0 kb/s;280 kb/s;0 b/s;0 b/s;-840 kb/s;0 b/s;-22 kb/s;-7.4 Mb/s;-1.5 Mb/s;-621 kb/s;-2.4 Mb/s;-10.0 kb/s;-4.4 Mb/s;0 b/s
26/04/2024 08:05;0 b/s;14.0 Mb/s;0 b/s;5.40 kb/s;347 kb/s;116 kb/s;42.0 kb/s;192 kb/s;92.2 kb/s;274 kb/s;0 b/s;0 b/s;-878 kb/s;0 b/s;-33 kb/s;-4.5 Mb/s;-2.4 Mb/s;-331 kb/s;-2.0 Mb/s;-797 kb/s;-2.9 Mb/s;0 b/s
26/04/2024 08:10;0 b/s;24.5 Mb/s;0 b/s;5.68 kb/s;517 kb/s;215 kb/s;40.2 kb/s;1.13 Mb/s;182 kb/s;1.00 Mb/s;0 b/s;0 b/s;-2.8 Mb/s;0 b/s;-36 kb/s;-8.6 Mb/s;-1.3 Mb/s;-274 kb/s;-8.9 Mb/s;-163 kb/s;-4.1 Mb/s;0 b/s
26/04/2024 08:15;0 b/s;25.0 Mb/s;0 b/s;6.68 kb/s;420 kb/s;234 kb/s;68.6 kb/s;846 kb/s;361 kb/s;330 kb/s;0 b/s;0 b/s;-1.8 Mb/s;0 b/s;-39 kb/s;-6.3 Mb/s;-1.4 Mb/s;-672 kb/s;-8.7 Mb/s;-2.3 Mb/s;-4.0 Mb/s;0 b/s
26/04/2024 08:20;0 b/s;22.4 Mb/s;0 b/s;6.09 kb/s;282 kb/s;136 kb/s;47.4 kb/s;272 kb/s;258 kb/s;465 kb/s;0 b/s;0 b/s;-1.2 Mb/s;0 b/s;-39 kb/s;-5.1 Mb/s;-1.7 Mb/s;-1.1 Mb/s;-5.3 Mb/s;-366 kb/s;-8.2 Mb/s;0 b/s
26/04/2024 08:25;0 b/s;26.1 Mb/s;0 b/s;31.8 kb/s;1.15 Mb/s;90.5 kb/s;38.4 kb/s;174 kb/s;190 kb/s;453 kb/s;0 b/s;0 b/s;-1.6 Mb/s;0 b/s;-67 kb/s;-12 Mb/s;-58 kb/s;-739 kb/s;-3.1 Mb/s;-168 kb/s;-9.3 Mb/s;0 b/s
26/04/2024 08:30;0 b/s;28.9 Mb/s;0 b/s;6.48 kb/s;542 kb/s;76.8 kb/s;71.4 kb/s;724 kb/s;403 kb/s;619 kb/s;0 b/s;0 b/s;-2.2 Mb/s;0 b/s;-40 kb/s;-6.3 Mb/s;-319 kb/s;-1.6 Mb/s;-8.7 Mb/s;-2.6 Mb/s;-8.4 Mb/s;0 b/s
26/04/2024 08:35;0 b/s;14.6 Mb/s;0 b/s;3.40 kb/s;3.45 Mb/s;62.8 kb/s;54.4 kb/s;237 kb/s;570 kb/s;142 kb/s;0 b/s;0 b/s;-4.3 Mb/s;0 b/s;-20 kb/s;-5.7 Mb/s;-125 kb/s;-1.1 Mb/s;-2.5 Mb/s;-2.6 Mb/s;-998 kb/s;0 b/s
26/04/2024 08:40;0 b/s;11.8 Mb/s;0 b/s;75.8 kb/s;225 kb/s;71.2 kb/s;51.0 kb/s;466 kb/s;325 kb/s;524 kb/s;0 b/s;0 b/s;-1.6 Mb/s;0 b/s;-906 kb/s;-2.1 Mb/s;-277 kb/s;-853 kb/s;-1.0 Mb/s;-1.5 Mb/s;-4.9 Mb/s;0 b/s
26/04/2024 08:45;0 b/s;20.1 Mb/s;0 b/s;76.5 kb/s;2.30 Mb/s;216 kb/s;64.9 kb/s;431 kb/s;551 kb/s;368 kb/s;0 b/s;0 b/s;-3.3 Mb/s;0 b/s;-1.4 Mb/s;-6.9 Mb/s;-2.6 Mb/s;-978 kb/s;-2.2 Mb/s;-2.0 Mb/s;-3.3 Mb/s;0 b/s
26/04/2024 08:50;0 b/s;27.6 Mb/s;0 b/s;12.0 kb/s;745 kb/s;235 kb/s;140 kb/s;4.88 Mb/s;899 kb/s;545 kb/s;0 b/s;0 b/s;-6.9 Mb/s;0 b/s;-52 kb/s;-8.4 Mb/s;-1.2 Mb/s;-970 kb/s;-7.2 Mb/s;-4.8 Mb/s;-2.6 Mb/s;0 b/s
26/04/2024 08:55;0 b/s;34.2 Mb/s;0 b/s;7.38 kb/s;6.18 Mb/s;223 kb/s;12.4 kb/s;647 kb/s;717 kb/s;582 kb/s;0 b/s;0 b/s;-6.0 Mb/s;0 b/s;-47 kb/s;-19 Mb/s;-1.0 Mb/s;-4.2 kb/s;-4.0 Mb/s;-9.1 Mb/s;-1.2 Mb/s;0 b/s
26/04/2024 09:00;0 b/s;30.9 Mb/s;0 b/s;30.1 kb/s;1.99 Mb/s;142 kb/s;12.3 kb/s;276 kb/s;634 kb/s;1.07 Mb/s;0 b/s;0 b/s;-3.2 Mb/s;0 b/s;-66 kb/s;-9.6 Mb/s;-1.6 Mb/s;-3.3 kb/s;-911 kb/s;-4.6 Mb/s;-13 Mb/s;0 b/s
26/04/2024 09:05;0 b/s;44.4 Mb/s;0 b/s;7.96 kb/s;4.75 Mb/s;349 kb/s;36.8 kb/s;390 kb/s;3.56 Mb/s;846 kb/s;0 b/s;0 b/s;-6.5 Mb/s;0 b/s;-53 kb/s;-32 Mb/s;-4.1 Mb/s;-9.7 kb/s;-1.8 Mb/s;-588 kb/s;-12 Mb/s;0 b/s
26/04/2024 09:10;0 b/s;31.3 Mb/s;0 b/s;8.32 kb/s;4.10 Mb/s;192 kb/s;51.9 kb/s;933 kb/s;734 kb/s;1.03 Mb/s;0 b/s;0 b/s;-2.5 Mb/s;0 b/s;-47 kb/s;-20 Mb/s;-1.8 Mb/s;-13 kb/s;-4.1 Mb/s;-2.2 Mb/s;-1.7 Mb/s;0 b/s
26/04/2024 09:15;0 b/s;50.3 Mb/s;0 b/s;16.4 kb/s;1.35 Mb/s;232 kb/s;37.2 kb/s;288 kb/s;318 kb/s;1.57 Mb/s;0 b/s;0 b/s;-2.7 Mb/s;0 b/s;-86 kb/s;-19 Mb/s;-1.5 Mb/s;-8.1 kb/s;-1.8 Mb/s;-6.3 Mb/s;-21 Mb/s;0 b/s
26/04/2024 09:20;0 b/s;45.1 Mb/s;0 b/s;39.0 kb/s;1.39 Mb/s;897 kb/s;41.1 kb/s;347 kb/s;399 kb/s;1.32 Mb/s;0 b/s;0 b/s;-4.3 Mb/s;0 b/s;-94 kb/s;-24 Mb/s;-2.3 Mb/s;-11 kb/s;-5.5 Mb/s;-3.7 Mb/s;-11 Mb/s;0 b/s
26/04/2024 09:25;0 b/s;48.2 Mb/s;0 b/s;8.16 kb/s;818 kb/s;417 kb/s;47.1 kb/s;811 kb/s;688 kb/s;485 kb/s;0 b/s;0 b/s;-2.8 Mb/s;0 b/s;-51 kb/s;-18 Mb/s;-5.9 Mb/s;-151 kb/s;-7.6 Mb/s;-9.5 Mb/s;-3.0 Mb/s;0 b/s
26/04/2024 09:30;0 b/s;31.8 Mb/s;0 b/s;8.24 kb/s;4.13 Mb/s;434 kb/s;33.3 kb/s;558 kb/s;442 kb/s;334 kb/s;0 b/s;0 b/s;-2.3 Mb/s;0 b/s;-53 kb/s;-14 Mb/s;-2.5 Mb/s;-272 kb/s;-9.1 Mb/s;-5.6 Mb/s;-2.9 Mb/s;0 b/s
26/04/2024 09:35;0 b/s;45.5 Mb/s;0 b/s;23.1 kb/s;5.65 Mb/s;442 kb/s;115 kb/s;636 kb/s;325 kb/s;602 kb/s;0 b/s;0 b/s;-3.9 Mb/s;0 b/s;-47 kb/s;-22 Mb/s;-5.9 Mb/s;-724 kb/s;-10.0 Mb/s;-1.1 Mb/s;-7.0 Mb/s;0 b/s
26/04/2024 09:40;0 b/s;33.9 Mb/s;0 b/s;45.0 kb/s;5.70 Mb/s;141 kb/s;94.5 kb/s;663 kb/s;219 kb/s;177 kb/s;0 b/s;0 b/s;-2.9 Mb/s;0 b/s;-89 kb/s;-18 Mb/s;-1.4 Mb/s;-1.1 Mb/s;-12 Mb/s;-1.2 Mb/s;-3.2 Mb/s;0 b/s
26/04/2024 09:45;0 b/s;43.5 Mb/s;0 b/s;11.0 kb/s;1.98 Mb/s;890 kb/s;113 kb/s;578 kb/s;671 kb/s;250 kb/s;0 b/s;0 b/s;-3.5 Mb/s;0 b/s;-62 kb/s;-21 Mb/s;-12 Mb/s;-862 kb/s;-3.3 Mb/s;-5.2 Mb/s;-2.9 Mb/s;0 b/s
26/04/2024 09:50;0 b/s;37.9 Mb/s;0 b/s;13.8 kb/s;1.72 Mb/s;290 kb/s;105 kb/s;466 kb/s;1.02 Mb/s;421 kb/s;0 b/s;0 b/s;-3.3 Mb/s;0 b/s;-64 kb/s;-17 Mb/s;-4.1 Mb/s;-691 kb/s;-3.3 Mb/s;-8.0 Mb/s;-3.3 Mb/s;0 b/s
26/04/2024 09:55;0 b/s;43.8 Mb/s;0 b/s;8.80 kb/s;3.98 Mb/s;232 kb/s;40.2 kb/s;612 kb/s;649 kb/s;728 kb/s;0 b/s;0 b/s;-6.0 Mb/s;0 b/s;-60 kb/s;-18 Mb/s;-4.1 Mb/s;-12 kb/s;-7.8 Mb/s;-3.2 Mb/s;-11 Mb/s;0 b/s
26/04/2024 10:00;0 b/s;32.4 Mb/s;0 b/s;7.87 kb/s;934 kb/s;842 kb/s;49.6 kb/s;363 kb/s;374 kb/s;1.19 Mb/s;0 b/s;0 b/s;-3.2 Mb/s;0 b/s;-53 kb/s;-12 Mb/s;-8.5 Mb/s;-13 kb/s;-3.0 Mb/s;-1.5 Mb/s;-7.0 Mb/s;0 b/s
26/04/2024 10:05;0 b/s;45.6 Mb/s;0 b/s;8.83 kb/s;1.05 Mb/s;424 kb/s;43.9 kb/s;2.13 Mb/s;586 kb/s;764 kb/s;0 b/s;0 b/s;-4.1 Mb/s;0 b/s;-54 kb/s;-7.6 Mb/s;-2.9 Mb/s;-12 kb/s;-4.9 Mb/s;-8.4 Mb/s;-16 Mb/s;0 b/s
26/04/2024 10:10;0 b/s;44.5 Mb/s;0 b/s;8.97 kb/s;1.36 Mb/s;223 kb/s;37.4 kb/s;321 kb/s;271 kb/s;904 kb/s;0 b/s;0 b/s;-2.3 Mb/s;0 b/s;-53 kb/s;-13 Mb/s;-8.5 Mb/s;-8.4 kb/s;-2.0 Mb/s;-2.4 Mb/s;-16 Mb/s;0 b/s
26/04/2024 10:15;0 b/s;58.1 Mb/s;0 b/s;8.32 kb/s;4.11 Mb/s;679 kb/s;58.2 kb/s;699 kb/s;724 kb/s;1.19 Mb/s;0 b/s;0 b/s;-4.8 Mb/s;0 b/s;-53 kb/s;-23 Mb/s;-8.6 Mb/s;-19 kb/s;-7.5 Mb/s;-10 Mb/s;-9.4 Mb/s;0 b/s
26/04/2024 10:20;0 b/s;70.9 Mb/s;0 b/s;7.93 kb/s;5.87 Mb/s;1.36 Mb/s;39.1 kb/s;371 kb/s;661 kb/s;428 kb/s;0 b/s;0 b/s;-7.7 Mb/s;0 b/s;-53 kb/s;-6.7 Mb/s;-53 Mb/s;-41 kb/s;-2.8 Mb/s;-2.7 Mb/s;-5.5 Mb/s;0 b/s
26/04/2024 10:25;0 b/s;44.8 Mb/s;0 b/s;8.21 kb/s;1.69 Mb/s;737 kb/s;82.6 kb/s;547 kb/s;610 kb/s;2.92 Mb/s;0 b/s;0 b/s;-3.2 Mb/s;0 b/s;-54 kb/s;-14 Mb/s;-16 Mb/s;-1.1 Mb/s;-4.5 Mb/s;-7.9 Mb/s;-2.3 Mb/s;0 b/s
26/04/2024 10:30;0 b/s;83.4 Mb/s;0 b/s;45.7 kb/s;1.59 Mb/s;9.90 Mb/s;94.1 kb/s;590 kb/s;769 kb/s;912 kb/s;0 b/s;0 b/s;-13 Mb/s;0 b/s;-96 kb/s;-16 Mb/s;-51 Mb/s;-1.0 Mb/s;-5.3 Mb/s;-9.4 Mb/s;-3.2 Mb/s;0 b/s
26/04/2024 10:35;0 b/s;23.9 Mb/s;0 b/s;16.0 kb/s;1.19 Mb/s;176 kb/s;60.0 kb/s;655 kb/s;10.4 Mb/s;773 kb/s;0 b/s;0 b/s;-13 Mb/s;0 b/s;-58 kb/s;-9.5 Mb/s;-1.6 Mb/s;-290 kb/s;-7.8 Mb/s;-513 kb/s;-2.3 Mb/s;0 b/s
26/04/2024 10:40;0 b/s;38.9 Mb/s;0 b/s;14.4 kb/s;3.79 Mb/s;737 kb/s;84.0 kb/s;1.33 Mb/s;9.89 Mb/s;2.52 Mb/s;0 b/s;0 b/s;-19 Mb/s;0 b/s;-68 kb/s;-9.1 Mb/s;-6.1 Mb/s;-1.1 Mb/s;-5.9 Mb/s;-2.6 Mb/s;-18 Mb/s;0 b/s
26/04/2024 10:45;0 b/s;24.5 Mb/s;0 b/s;8.52 kb/s;3.93 Mb/s;641 kb/s;78.4 kb/s;573 kb/s;9.86 Mb/s;374 kb/s;0 b/s;0 b/s;-16 Mb/s;0 b/s;-60 kb/s;-12 Mb/s;-903 kb/s;-849 kb/s;-7.8 Mb/s;-1.3 Mb/s;-3.1 Mb/s;0 b/s
26/04/2024 10:50;0 b/s;26.9 Mb/s;0 b/s;9.05 kb/s;3.82 Mb/s;1.13 Mb/s;84.9 kb/s;375 kb/s;339 kb/s;720 kb/s;0 b/s;0 b/s;-6.6 Mb/s;0 b/s;-59 kb/s;-9.0 Mb/s;-4.7 Mb/s;-863 kb/s;-4.1 Mb/s;-2.4 Mb/s;-8.2 Mb/s;0 b/s
26/04/2024 10:55;0 b/s;31.7 Mb/s;0 b/s;10.1 kb/s;5.62 Mb/s;350 kb/s;34.9 kb/s;1.26 Mb/s;135 kb/s;705 kb/s;0 b/s;0 b/s;-7.4 Mb/s;0 b/s;-59 kb/s;-9.3 Mb/s;-1.2 Mb/s;-6.7 kb/s;-9.8 Mb/s;-143 kb/s;-11 Mb/s;0 b/s
26/04/2024 11:00;0 b/s;55.1 Mb/s;0 b/s;8.97 kb/s;1.00 Mb/s;472 kb/s;40.1 kb/s;1.31 Mb/s;436 kb/s;1.13 Mb/s;0 b/s;0 b/s;-3.8 Mb/s;0 b/s;-54 kb/s;-8.9 Mb/s;-4.5 Mb/s;-10 kb/s;-12 Mb/s;-7.2 Mb/s;-22 Mb/s;0 b/s
26/04/2024 11:05;0 b/s;44.8 Mb/s;0 b/s;9.87 kb/s;6.71 Mb/s;506 kb/s;36.6 kb/s;1.00 Mb/s;3.27 Mb/s;1.27 Mb/s;0 b/s;0 b/s;-12 Mb/s;0 b/s;-60 kb/s;-20 Mb/s;-8.5 Mb/s;-9.4 kb/s;-4.2 Mb/s;-7.7 Mb/s;-6.5 Mb/s;0 b/s
26/04/2024 11:10;0 b/s;66.0 Mb/s;0 b/s;47.2 kb/s;3.79 Mb/s;389 kb/s;73.1 kb/s;832 kb/s;524 kb/s;2.03 Mb/s;0 b/s;0 b/s;-6.5 Mb/s;0 b/s;-96 kb/s;-20 Mb/s;-5.4 Mb/s;-23 kb/s;-12 Mb/s;-6.2 Mb/s;-19 Mb/s;0 b/s
26/04/2024 11:15;0 b/s;44.1 Mb/s;0 b/s;8.54 kb/s;4.44 Mb/s;547 kb/s;45.5 kb/s;887 kb/s;7.95 Mb/s;460 kb/s;0 b/s;0 b/s;-15 Mb/s;0 b/s;-60 kb/s;-14 Mb/s;-3.9 Mb/s;-269 kb/s;-15 Mb/s;-7.2 Mb/s;-4.8 Mb/s;0 b/s
26/04/2024 11:20;0 b/s;61.0 Mb/s;0 b/s;10.1 kb/s;5.38 Mb/s;525 kb/s;79.9 kb/s;844 kb/s;9.22 Mb/s;656 kb/s;0 b/s;0 b/s;-15 Mb/s;0 b/s;-58 kb/s;-28 Mb/s;-3.2 Mb/s;-591 kb/s;-9.9 Mb/s;-5.0 Mb/s;-9.3 Mb/s;0 b/s
26/04/2024 11:25;0 b/s;51.8 Mb/s;0 b/s;13.5 kb/s;2.25 Mb/s;3.25 Mb/s;65.7 kb/s;1.10 Mb/s;1.52 Mb/s;2.86 Mb/s;0 b/s;0 b/s;-4.6 Mb/s;0 b/s;-125 kb/s;-18 Mb/s;-4.0 Mb/s;-180 kb/s;-10 Mb/s;-2.8 Mb/s;-14 Mb/s;0 b/s
26/04/2024 11:30;0 b/s;44.9 Mb/s;0 b/s;54.7 kb/s;2.35 Mb/s;636 kb/s;48.0 kb/s;654 kb/s;316 kb/s;2.56 Mb/s;0 b/s;0 b/s;-4.9 Mb/s;0 b/s;-97 kb/s;-19 Mb/s;-879 kb/s;-172 kb/s;-6.8 Mb/s;-4.2 Mb/s;-9.7 Mb/s;0 b/s
26/04/2024 11:35;0 b/s;42.2 Mb/s;0 b/s;19.0 kb/s;1.27 Mb/s;320 kb/s;117 kb/s;695 kb/s;91.5 kb/s;1.38 Mb/s;0 b/s;0 b/s;-2.6 Mb/s;0 b/s;-63 kb/s;-17 Mb/s;-1.9 Mb/s;-1.6 Mb/s;-13 Mb/s;-114 kb/s;-5.2 Mb/s;0 b/s
26/04/2024 11:40;0 b/s;46.3 Mb/s;0 b/s;21.7 kb/s;7.56 Mb/s;1.57 Mb/s;114 kb/s;763 kb/s;75.0 kb/s;1.30 Mb/s;0 b/s;0 b/s;-8.3 Mb/s;0 b/s;-71 kb/s;-22 Mb/s;-10 Mb/s;-290 kb/s;-8.7 Mb/s;-113 kb/s;-7.5 Mb/s;0 b/s
26/04/2024 11:45;0 b/s;43.0 Mb/s;0 b/s;36.1 kb/s;4.53 Mb/s;347 kb/s;310 kb/s;1.20 Mb/s;179 kb/s;739 kb/s;0 b/s;0 b/s;-5.2 Mb/s;0 b/s;-88 kb/s;-13 Mb/s;-3.8 Mb/s;-172 kb/s;-16 Mb/s;-469 kb/s;-9.7 Mb/s;0 b/s
26/04/2024 11:50;0 b/s;38.1 Mb/s;0 b/s;49.4 kb/s;3.16 Mb/s;288 kb/s;437 kb/s;932 kb/s;330 kb/s;1.09 Mb/s;0 b/s;0 b/s;-5.6 Mb/s;0 b/s;-93 kb/s;-13 Mb/s;-4.2 Mb/s;-1.1 Mb/s;-11 Mb/s;-89 kb/s;-8.5 Mb/s;0 b/s
26/04/2024 11:55;0 b/s;39.9 Mb/s;0 b/s;9.85 kb/s;3.99 Mb/s;527 kb/s;481 kb/s;598 kb/s;493 kb/s;1.16 Mb/s;0 b/s;0 b/s;-6.5 Mb/s;0 b/s;-48 kb/s;-12 Mb/s;-6.0 Mb/s;-1.2 Mb/s;-5.3 Mb/s;-1.6 Mb/s;-15 Mb/s;0 b/s
26/04/2024 12:00;0 b/s;37.3 Mb/s;0 b/s;12.2 kb/s;2.77 Mb/s;615 kb/s;375 kb/s;543 kb/s;253 kb/s;888 kb/s;0 b/s;0 b/s;-5.0 Mb/s;0 b/s;-62 kb/s;-12 Mb/s;-5.0 Mb/s;-564 kb/s;-4.7 Mb/s;-3.9 Mb/s;-10 Mb/s;0 b/s
26/04/2024 12:05;0 b/s;56.6 Mb/s;0 b/s;8.62 kb/s;1.38 Mb/s;535 kb/s;131 kb/s;669 kb/s;246 kb/s;855 kb/s;0 b/s;0 b/s;-3.0 Mb/s;0 b/s;-56 kb/s;-17 Mb/s;-12 Mb/s;-1.6 Mb/s;-8.2 Mb/s;-164 kb/s;-12 Mb/s;0 b/s
26/04/2024 12:10;0 b/s;83.0 Mb/s;0 b/s;8.48 kb/s;2.25 Mb/s;898 kb/s;109 kb/s;775 kb/s;601 kb/s;1.06 Mb/s;0 b/s;0 b/s;-4.5 Mb/s;0 b/s;-56 kb/s;-18 Mb/s;-4.7 Mb/s;-1.6 Mb/s;-5.9 Mb/s;-9.1 Mb/s;-41 Mb/s;0 b/s
26/04/2024 12:15;0 b/s;46.7 Mb/s;0 b/s;8.44 kb/s;1.31 Mb/s;452 kb/s;74.5 kb/s;648 kb/s;349 kb/s;1.79 Mb/s;0 b/s;0 b/s;-3.4 Mb/s;0 b/s;-54 kb/s;-9.7 Mb/s;-6.8 Mb/s;-427 kb/s;-4.6 Mb/s;-5.8 Mb/s;-14 Mb/s;0 b/s
26/04/2024 12:20;0 b/s;33.7 Mb/s;0 b/s;48.6 kb/s;1.23 Mb/s;612 kb/s;63.0 kb/s;685 kb/s;300 kb/s;936 kb/s;0 b/s;0 b/s;-3.1 Mb/s;0 b/s;-94 kb/s;-12 Mb/s;-1.4 Mb/s;-803 kb/s;-7.7 Mb/s;-1.8 Mb/s;-9.4 Mb/s;0 b/s
26/04/2024 12:25;0 b/s;25.1 Mb/s;0 b/s;47.3 kb/s;3.42 Mb/s;438 kb/s;55.1 kb/s;463 kb/s;341 kb/s;1.09 Mb/s;0 b/s;0 b/s;-4.8 Mb/s;0 b/s;-90 kb/s;-8.8 Mb/s;-4.1 Mb/s;-626 kb/s;-3.9 Mb/s;-3.0 Mb/s;-3.9 Mb/s;0 b/s
26/04/2024 12:30;0 b/s;30.0 Mb/s;0 b/s;24.8 kb/s;2.00 Mb/s;453 kb/s;67.7 kb/s;547 kb/s;819 kb/s;628 kb/s;0 b/s;0 b/s;-3.3 Mb/s;0 b/s;-48 kb/s;-14 Mb/s;-2.6 Mb/s;-515 kb/s;-1.5 Mb/s;-5.7 Mb/s;-3.0 Mb/s;0 b/s
26/04/2024 12:35;0 b/s;26.6 Mb/s;0 b/s;8.57 kb/s;5.16 Mb/s;386 kb/s;85.1 kb/s;324 kb/s;164 kb/s;469 kb/s;0 b/s;0 b/s;-5.7 Mb/s;0 b/s;-57 kb/s;-16 Mb/s;-3.2 Mb/s;-572 kb/s;-2.2 Mb/s;-1.5 Mb/s;-3.2 Mb/s;0 b/s
26/04/2024 12:40;0 b/s;45.6 Mb/s;0 b/s;8.15 kb/s;3.02 Mb/s;525 kb/s;59.9 kb/s;394 kb/s;353 kb/s;921 kb/s;0 b/s;0 b/s;-4.3 Mb/s;0 b/s;-57 kb/s;-18 Mb/s;-9.2 Mb/s;-895 kb/s;-2.4 Mb/s;-4.4 Mb/s;-9.7 Mb/s;0 b/s
26/04/2024 12:45;0 b/s;49.7 Mb/s;0 b/s;8.96 kb/s;3.90 Mb/s;546 kb/s;81.2 kb/s;756 kb/s;2.29 Mb/s;696 kb/s;0 b/s;0 b/s;-6.7 Mb/s;0 b/s;-55 kb/s;-18 Mb/s;-9.8 Mb/s;-731 kb/s;-5.6 Mb/s;-5.1 Mb/s;-5.5 Mb/s;0 b/s
