Time;In - ether1;In - sfp-sfpplus4 - modem;In - l2tp-out1;In - sfp1 - lantai 1;In - sfp2 - lantai 2;In - sfp3 - lantai 3;In - sfp4 - lantai 4;In - sfp5 - lantai 5;In - sfp-sfpplus1 - lantai 6;In - sfp-sfpplus2 - lantai 7;In - sfp-sfpplus3;Out - ether1;Out - sfp-sfpplus4 - modem;Out - l2tp-out1;Out - sfp1 - lantai 1;Out - sfp2 - lantai 2;Out - sfp3 - lantai 3;Out - sfp4 - lantai 4;Out - sfp5 - lantai 5;Out - sfp-sfpplus1 - lantai 6;Out - sfp-sfpplus2 - lantai 7;Out - sfp-sfpplus3
27/04/2024 12:25;0 b/s;23.7 Mb/s;0 b/s;18.4 kb/s;3.61 Mb/s;447 kb/s;66.3 kb/s;430 kb/s;327 kb/s;656 kb/s;0 b/s;0 b/s;-5.2 Mb/s;0 b/s;-66 kb/s;-7.7 Mb/s;-5.2 Mb/s;-24 kb/s;-2.4 Mb/s;-2.8 Mb/s;-4.8 Mb/s;0 b/s
27/04/2024 12:30;0 b/s;33.4 Mb/s;0 b/s;40.9 kb/s;3.69 Mb/s;548 kb/s;39.2 kb/s;559 kb/s;574 kb/s;417 kb/s;0 b/s;0 b/s;-5.3 Mb/s;0 b/s;-87 kb/s;-6.7 Mb/s;-7.7 Mb/s;-11 kb/s;-7.4 Mb/s;-7.4 Mb/s;-3.5 Mb/s;0 b/s
27/04/2024 12:35;0 b/s;34.0 Mb/s;0 b/s;33.8 kb/s;589 kb/s;365 kb/s;2.38 Mb/s;2.54 Mb/s;394 kb/s;470 kb/s;0 b/s;0 b/s;-5.8 Mb/s;0 b/s;-81 kb/s;-9.7 Mb/s;-3.9 Mb/s;-297 kb/s;-7.0 Mb/s;-3.7 Mb/s;-6.2 Mb/s;0 b/s
27/04/2024 12:40;0 b/s;54.7 Mb/s;0 b/s;52.4 kb/s;862 kb/s;672 kb/s;199 kb/s;3.02 Mb/s;844 kb/s;1.90 Mb/s;0 b/s;0 b/s;-6.9 Mb/s;0 b/s;-94 kb/s;-10 Mb/s;-20 Mb/s;-536 kb/s;-5.2 Mb/s;-8.6 Mb/s;-5.5 Mb/s;0 b/s
27/04/2024 12:45;0 b/s;72.9 Mb/s;0 b/s;15.0 kb/s;705 kb/s;1.45 Mb/s;81.9 kb/s;1.13 Mb/s;600 kb/s;2.64 Mb/s;0 b/s;0 b/s;-5.9 Mb/s;0 b/s;-57 kb/s;-15 Mb/s;-43 Mb/s;-903 kb/s;-8.4 Mb/s;-3.7 Mb/s;-4.7 Mb/s;0 b/s
27/04/2024 12:50;0 b/s;30.5 Mb/s;0 b/s;33.6 kb/s;472 kb/s;698 kb/s;175 kb/s;726 kb/s;672 kb/s;5.14 Mb/s;0 b/s;0 b/s;-7.1 Mb/s;0 b/s;-85 kb/s;-3.9 Mb/s;-7.6 Mb/s;-770 kb/s;-1.4 Mb/s;-13 Mb/s;-3.3 Mb/s;0 b/s
27/04/2024 12:55;0 b/s;24.0 Mb/s;0 b/s;43.8 kb/s;1.35 Mb/s;421 kb/s;573 kb/s;628 kb/s;335 kb/s;4.98 Mb/s;0 b/s;0 b/s;-8.0 Mb/s;0 b/s;-95 kb/s;-4.2 Mb/s;-4.4 Mb/s;-1.6 Mb/s;-6.5 Mb/s;-4.5 Mb/s;-2.3 Mb/s;0 b/s
27/04/2024 13:00;0 b/s;25.5 Mb/s;0 b/s;8.97 kb/s;617 kb/s;612 kb/s;936 kb/s;346 kb/s;403 kb/s;8.26 Mb/s;0 b/s;0 b/s;-10 Mb/s;0 b/s;-59 kb/s;-7.3 Mb/s;-2.7 Mb/s;-1.8 Mb/s;-1.5 Mb/s;-3.8 Mb/s;-7.8 Mb/s;0 b/s
27/04/2024 13:05;0 b/s;27.5 Mb/s;0 b/s;7.03 kb/s;2.86 Mb/s;656 kb/s;423 kb/s;649 kb/s;507 kb/s;682 kb/s;0 b/s;0 b/s;-5.4 Mb/s;0 b/s;-31 kb/s;-4.7 Mb/s;-4.6 Mb/s;-1.7 Mb/s;-5.5 Mb/s;-6.1 Mb/s;-4.7 Mb/s;0 b/s
27/04/2024 13:10;0 b/s;59.1 Mb/s;0 b/s;21.0 kb/s;1.44 Mb/s;846 kb/s;366 kb/s;2.17 Mb/s;992 kb/s;546 kb/s;0 b/s;0 b/s;-5.2 Mb/s;0 b/s;-113 kb/s;-17 Mb/s;-7.7 Mb/s;-761 kb/s;-6.4 Mb/s;-13 Mb/s;-2.7 Mb/s;0 b/s
27/04/2024 13:15;0 b/s;50.6 Mb/s;0 b/s;11.7 kb/s;1.47 Mb/s;494 kb/s;956 kb/s;2.73 Mb/s;450 kb/s;2.42 Mb/s;0 b/s;0 b/s;-8.2 Mb/s;0 b/s;-60 kb/s;-20 Mb/s;-9.9 Mb/s;-990 kb/s;-5.4 Mb/s;-6.5 Mb/s;-3.8 Mb/s;0 b/s
27/04/2024 13:20;0 b/s;68.3 Mb/s;0 b/s;32.3 kb/s;1.89 Mb/s;742 kb/s;1.58 Mb/s;928 kb/s;585 kb/s;2.98 Mb/s;0 b/s;0 b/s;-8.3 Mb/s;0 b/s;-191 kb/s;-27 Mb/s;-8.6 Mb/s;-1.0 Mb/s;-11 Mb/s;-6.1 Mb/s;-13 Mb/s;0 b/s
27/04/2024 13:25;0 b/s;73.9 Mb/s;0 b/s;87.9 kb/s;2.08 Mb/s;507 kb/s;855 kb/s;980 kb/s;638 kb/s;3.48 Mb/s;0 b/s;0 b/s;-7.8 Mb/s;0 b/s;-77 kb/s;-31 Mb/s;-3.2 Mb/s;-3.4 Mb/s;-12 Mb/s;-8.2 Mb/s;-15 Mb/s;0 b/s
27/04/2024 13:30;0 b/s;61.2 Mb/s;0 b/s;19.2 kb/s;4.22 Mb/s;306 kb/s;1.62 Mb/s;518 kb/s;1.02 Mb/s;2.33 Mb/s;0 b/s;0 b/s;-8.6 Mb/s;0 b/s;-71 kb/s;-31 Mb/s;-2.7 Mb/s;-1.8 Mb/s;-5.2 Mb/s;-12 Mb/s;-12 Mb/s;0 b/s
27/04/2024 13:35;0 b/s;80.9 Mb/s;0 b/s;2.23 Mb/s;3.97 Mb/s;634 kb/s;969 kb/s;694 kb/s;4.00 Mb/s;3.38 Mb/s;0 b/s;0 b/s;-7.3 Mb/s;0 b/s;-121 kb/s;-35 Mb/s;-10 Mb/s;-6.5 Mb/s;-9.0 Mb/s;-7.9 Mb/s;-18 Mb/s;0 b/s
27/04/2024 13:40;0 b/s;68.5 Mb/s;0 b/s;823 kb/s;4.07 Mb/s;412 kb/s;2.64 Mb/s;505 kb/s;5.11 Mb/s;4.03 Mb/s;0 b/s;0 b/s;-8.2 Mb/s;0 b/s;-68 kb/s;-40 Mb/s;-6.7 Mb/s;-1.8 Mb/s;-6.4 Mb/s;-9.5 Mb/s;-8.9 Mb/s;0 b/s
27/04/2024 13:45;0 b/s;73.0 Mb/s;0 b/s;1.59 Mb/s;2.58 Mb/s;469 kb/s;452 kb/s;1.07 Mb/s;3.89 Mb/s;2.19 Mb/s;0 b/s;0 b/s;-4.6 Mb/s;0 b/s;-146 kb/s;-32 Mb/s;-4.1 Mb/s;-4.8 Mb/s;-6.6 Mb/s;-7.0 Mb/s;-20 Mb/s;0 b/s
27/04/2024 13:50;0 b/s;61.1 Mb/s;0 b/s;1.16 Mb/s;2.05 Mb/s;1.58 Mb/s;293 kb/s;637 kb/s;1.40 Mb/s;9.75 Mb/s;0 b/s;0 b/s;-12 Mb/s;0 b/s;-104 kb/s;-32 Mb/s;-9.9 Mb/s;-1.1 Mb/s;-5.7 Mb/s;-4.2 Mb/s;-12 Mb/s;0 b/s
27/04/2024 13:55;0 b/s;46.4 Mb/s;0 b/s;816 kb/s;1.08 Mb/s;1.55 Mb/s;143 kb/s;387 kb/s;1.66 Mb/s;14.1 Mb/s;0 b/s;0 b/s;-14 Mb/s;0 b/s;-78 kb/s;-21 Mb/s;-4.5 Mb/s;-371 kb/s;-4.5 Mb/s;-9.1 Mb/s;-4.1 Mb/s;0 b/s
27/04/2024 14:00;0 b/s;68.6 Mb/s;0 b/s;178 kb/s;1.31 Mb/s;1.35 Mb/s;401 kb/s;547 kb/s;883 kb/s;14.1 Mb/s;0 b/s;0 b/s;-15 Mb/s;0 b/s;-66 kb/s;-28 Mb/s;-9.7 Mb/s;-1.4 Mb/s;-3.4 Mb/s;-4.3 Mb/s;-24 Mb/s;0 b/s
27/04/2024 14:05;0 b/s;100 Mb/s;0 b/s;759 kb/s;1.69 Mb/s;841 kb/s;175 kb/s;813 kb/s;878 kb/s;3.59 Mb/s;0 b/s;0 b/s;-5.7 Mb/s;0 b/s;-186 kb/s;-32 Mb/s;-11 Mb/s;-78 kb/s;-5.9 Mb/s;-7.5 Mb/s;-43 Mb/s;0 b/s
27/04/2024 14:10;0 b/s;75.8 Mb/s;0 b/s;208 kb/s;2.52 Mb/s;1.19 Mb/s;151 kb/s;635 kb/s;472 kb/s;1.58 Mb/s;0 b/s;0 b/s;-4.7 Mb/s;0 b/s;-89 kb/s;-26 Mb/s;-9.5 Mb/s;-379 kb/s;-8.7 Mb/s;-5.0 Mb/s;-28 Mb/s;0 b/s
27/04/2024 14:15;0 b/s;65.8 Mb/s;0 b/s;276 kb/s;2.70 Mb/s;4.31 Mb/s;230 kb/s;1.21 Mb/s;629 kb/s;2.37 Mb/s;0 b/s;0 b/s;-4.6 Mb/s;0 b/s;-71 kb/s;-32 Mb/s;-2.1 Mb/s;-3.2 Mb/s;-10 Mb/s;-15 Mb/s;-14 Mb/s;0 b/s
27/04/2024 14:20;0 b/s;65.6 Mb/s;0 b/s;479 kb/s;1.62 Mb/s;2.53 Mb/s;384 kb/s;489 kb/s;1.33 Mb/s;2.62 Mb/s;0 b/s;0 b/s;-4.6 Mb/s;0 b/s;-74 kb/s;-34 Mb/s;-6.4 Mb/s;-3.3 Mb/s;-4.2 Mb/s;-6.8 Mb/s;-13 Mb/s;0 b/s
27/04/2024 14:25;0 b/s;78.2 Mb/s;0 b/s;1.16 Mb/s;1.67 Mb/s;702 kb/s;1.68 Mb/s;339 kb/s;1.19 Mb/s;3.51 Mb/s;0 b/s;0 b/s;-8.0 Mb/s;0 b/s;-165 kb/s;-38 Mb/s;-11 Mb/s;-5.9 Mb/s;-1.7 Mb/s;-9.5 Mb/s;-12 Mb/s;0 b/s
27/04/2024 14:30;0 b/s;87.5 Mb/s;0 b/s;107 kb/s;1.92 Mb/s;516 kb/s;733 kb/s;502 kb/s;1.37 Mb/s;12.3 Mb/s;0 b/s;0 b/s;-16 Mb/s;0 b/s;-539 kb/s;-37 Mb/s;-9.4 Mb/s;-10 Mb/s;-4.5 Mb/s;-8.2 Mb/s;-16 Mb/s;0 b/s
27/04/2024 15:05;0 b/s;90.9 Mb/s;0 b/s;66.6 kb/s;3.50 Mb/s;449 kb/s;686 kb/s;544 kb/s;2.99 Mb/s;3.34 Mb/s;0 b/s;0 b/s;-7.4 Mb/s;0 b/s;-113 kb/s;-30 Mb/s;-7.8 Mb/s;-13 Mb/s;-5.9 Mb/s;-9.5 Mb/s;-24 Mb/s;0 b/s
27/04/2024 15:10;0 b/s;77.0 Mb/s;0 b/s;51.7 kb/s;5.29 Mb/s;462 kb/s;627 kb/s;3.44 Mb/s;1.47 Mb/s;2.65 Mb/s;0 b/s;0 b/s;-12 Mb/s;0 b/s;-101 kb/s;-32 Mb/s;-5.8 Mb/s;-11 Mb/s;-6.6 Mb/s;-2.9 Mb/s;-18 Mb/s;0 b/s
27/04/2024 15:15;0 b/s;84.2 Mb/s;0 b/s;13.4 kb/s;3.50 Mb/s;755 kb/s;939 kb/s;2.39 Mb/s;4.95 Mb/s;3.20 Mb/s;0 b/s;0 b/s;-9.5 Mb/s;0 b/s;-68 kb/s;-31 Mb/s;-8.3 Mb/s;-9.1 Mb/s;-7.4 Mb/s;-12 Mb/s;-15 Mb/s;0 b/s
27/04/2024 15:20;0 b/s;78.8 Mb/s;0 b/s;59.7 kb/s;1.82 Mb/s;268 kb/s;681 kb/s;2.68 Mb/s;1.85 Mb/s;1.27 Mb/s;0 b/s;0 b/s;-7.2 Mb/s;0 b/s;-112 kb/s;-32 Mb/s;-6.0 Mb/s;-10 Mb/s;-6.4 Mb/s;-9.6 Mb/s;-12 Mb/s;0 b/s
27/04/2024 15:25;0 b/s;100 Mb/s;0 b/s;27.4 kb/s;2.11 Mb/s;1.14 Mb/s;2.76 Mb/s;495 kb/s;3.97 Mb/s;7.36 Mb/s;0 b/s;0 b/s;-9.9 Mb/s;0 b/s;-76 kb/s;-33 Mb/s;-25 Mb/s;-12 Mb/s;-8.5 Mb/s;-12 Mb/s;-15 Mb/s;0 b/s
27/04/2024 15:30;0 b/s;70.3 Mb/s;0 b/s;57.0 kb/s;1.49 Mb/s;512 kb/s;765 kb/s;395 kb/s;1.71 Mb/s;1.52 Mb/s;0 b/s;0 b/s;-3.9 Mb/s;0 b/s;-110 kb/s;-21 Mb/s;-8.5 Mb/s;-12 Mb/s;-3.3 Mb/s;-6.7 Mb/s;-14 Mb/s;0 b/s
27/04/2024 15:35;0 b/s;65.3 Mb/s;0 b/s;56.3 kb/s;1.51 Mb/s;484 kb/s;1.38 Mb/s;746 kb/s;3.20 Mb/s;7.38 Mb/s;0 b/s;0 b/s;-10.0 Mb/s;0 b/s;-107 kb/s;-24 Mb/s;-4.1 Mb/s;-15 Mb/s;-7.1 Mb/s;-6.3 Mb/s;-10 Mb/s;0 b/s
27/04/2024 15:40;0 b/s;59.5 Mb/s;0 b/s;21.1 kb/s;1.09 Mb/s;575 kb/s;1.07 Mb/s;571 kb/s;1.53 Mb/s;2.99 Mb/s;0 b/s;0 b/s;-6.3 Mb/s;0 b/s;-92 kb/s;-23 Mb/s;-3.0 Mb/s;-9.7 Mb/s;-5.5 Mb/s;-8.4 Mb/s;-9.3 Mb/s;0 b/s
27/04/2024 15:45;0 b/s;77.6 Mb/s;0 b/s;38.6 kb/s;1.44 Mb/s;580 kb/s;1.03 Mb/s;583 kb/s;848 kb/s;2.31 Mb/s;0 b/s;0 b/s;-6.5 Mb/s;0 b/s;-106 kb/s;-26 Mb/s;-7.2 Mb/s;-16 Mb/s;-5.8 Mb/s;-12 Mb/s;-11 Mb/s;0 b/s
27/04/2024 15:50;0 b/s;72.0 Mb/s;0 b/s;63.0 kb/s;1.68 Mb/s;643 kb/s;642 kb/s;655 kb/s;819 kb/s;4.27 Mb/s;0 b/s;0 b/s;-8.5 Mb/s;0 b/s;-128 kb/s;-29 Mb/s;-6.0 Mb/s;-7.8 Mb/s;-7.7 Mb/s;-12 Mb/s;-5.5 Mb/s;0 b/s
27/04/2024 15:55;0 b/s;74.7 Mb/s;0 b/s;19.9 kb/s;4.01 Mb/s;754 kb/s;953 kb/s;772 kb/s;631 kb/s;4.40 Mb/s;0 b/s;0 b/s;-11 Mb/s;0 b/s;-78 kb/s;-26 Mb/s;-7.3 Mb/s;-14 Mb/s;-8.8 Mb/s;-11 Mb/s;-5.9 Mb/s;0 b/s
27/04/2024 16:00;0 b/s;87.3 Mb/s;0 b/s;52.6 kb/s;1.50 Mb/s;1.06 Mb/s;1.02 Mb/s;703 kb/s;452 kb/s;1.00 Mb/s;0 b/s;0 b/s;-5.1 Mb/s;0 b/s;-803 kb/s;-28 Mb/s;-5.7 Mb/s;-11 Mb/s;-10 Mb/s;-6.5 Mb/s;-20 Mb/s;0 b/s
27/04/2024 16:05;0 b/s;70.9 Mb/s;0 b/s;69.0 kb/s;820 kb/s;425 kb/s;918 kb/s;495 kb/s;350 kb/s;1.58 Mb/s;0 b/s;0 b/s;-4.2 Mb/s;0 b/s;-214 kb/s;-17 Mb/s;-1.8 Mb/s;-7.2 Mb/s;-5.2 Mb/s;-4.6 Mb/s;-39 Mb/s;0 b/s
27/04/2024 16:10;0 b/s;92.3 Mb/s;0 b/s;39.0 kb/s;2.04 Mb/s;469 kb/s;746 kb/s;628 kb/s;701 kb/s;1.98 Mb/s;0 b/s;0 b/s;-4.9 Mb/s;0 b/s;-103 kb/s;-15 Mb/s;-1.9 Mb/s;-9.3 Mb/s;-7.2 Mb/s;-11 Mb/s;-44 Mb/s;0 b/s
27/04/2024 16:15;0 b/s;54.2 Mb/s;0 b/s;87.3 kb/s;1.41 Mb/s;329 kb/s;709 kb/s;610 kb/s;397 kb/s;642 kb/s;0 b/s;0 b/s;-3.2 Mb/s;0 b/s;-1.1 Mb/s;-19 Mb/s;-3.7 Mb/s;-7.4 Mb/s;-7.8 Mb/s;-8.8 Mb/s;-4.8 Mb/s;0 b/s
27/04/2024 16:20;0 b/s;60.2 Mb/s;0 b/s;206 kb/s;772 kb/s;1.55 Mb/s;862 kb/s;431 kb/s;244 kb/s;1.15 Mb/s;0 b/s;0 b/s;-4.9 Mb/s;0 b/s;-3.1 Mb/s;-14 Mb/s;-17 Mb/s;-6.7 Mb/s;-3.9 Mb/s;-4.4 Mb/s;-9.4 Mb/s;0 b/s
27/04/2024 16:25;0 b/s;47.6 Mb/s;0 b/s;40.0 kb/s;562 kb/s;3.27 Mb/s;543 kb/s;656 kb/s;302 kb/s;696 kb/s;0 b/s;0 b/s;-5.5 Mb/s;0 b/s;-89 kb/s;-8.5 Mb/s;-18 Mb/s;-2.1 Mb/s;-6.6 Mb/s;-3.9 Mb/s;-6.6 Mb/s;0 b/s
27/04/2024 16:30;0 b/s;42.2 Mb/s;0 b/s;33.1 kb/s;415 kb/s;2.15 Mb/s;8.93 Mb/s;838 kb/s;465 kb/s;1.80 Mb/s;0 b/s;0 b/s;-14 Mb/s;0 b/s;-59 kb/s;-7.5 Mb/s;-6.6 Mb/s;-2.6 Mb/s;-12 Mb/s;-3.8 Mb/s;-8.5 Mb/s;0 b/s
27/04/2024 16:35;0 b/s;58.5 Mb/s;0 b/s;35.3 kb/s;648 kb/s;763 kb/s;3.52 Mb/s;351 kb/s;673 kb/s;1.01 Mb/s;0 b/s;0 b/s;-6.7 Mb/s;0 b/s;-94 kb/s;-10 Mb/s;-8.6 Mb/s;-6.6 Mb/s;-4.7 Mb/s;-9.6 Mb/s;-14 Mb/s;0 b/s
27/04/2024 16:40;0 b/s;81.6 Mb/s;0 b/s;26.2 kb/s;764 kb/s;812 kb/s;349 kb/s;296 kb/s;1.45 Mb/s;594 kb/s;0 b/s;0 b/s;-4.0 Mb/s;0 b/s;-79 kb/s;-12 Mb/s;-24 Mb/s;-4.0 Mb/s;-4.7 Mb/s;-17 Mb/s;-16 Mb/s;0 b/s
27/04/2024 16:45;0 b/s;54.0 Mb/s;0 b/s;94.3 kb/s;336 kb/s;749 kb/s;3.44 Mb/s;412 kb/s;738 kb/s;446 kb/s;0 b/s;0 b/s;-5.9 Mb/s;0 b/s;-1.1 Mb/s;-4.4 Mb/s;-12 Mb/s;-6.4 Mb/s;-6.0 Mb/s;-12 Mb/s;-11 Mb/s;0 b/s
27/04/2024 16:50;0 b/s;51.6 Mb/s;0 b/s;14.4 kb/s;676 kb/s;726 kb/s;588 kb/s;479 kb/s;818 kb/s;5.24 Mb/s;0 b/s;0 b/s;-8.2 Mb/s;0 b/s;-69 kb/s;-13 Mb/s;-9.3 Mb/s;-5.6 Mb/s;-6.3 Mb/s;-11 Mb/s;-3.5 Mb/s;0 b/s
27/04/2024 16:55;0 b/s;66.6 Mb/s;0 b/s;22.7 kb/s;841 kb/s;728 kb/s;555 kb/s;291 kb/s;466 kb/s;4.35 Mb/s;0 b/s;0 b/s;-7.0 Mb/s;0 b/s;-93 kb/s;-17 Mb/s;-16 Mb/s;-7.6 Mb/s;-3.3 Mb/s;-10 Mb/s;-10 Mb/s;0 b/s
27/04/2024 17:00;0 b/s;66.7 Mb/s;0 b/s;46.5 kb/s;755 kb/s;679 kb/s;481 kb/s;1.40 Mb/s;844 kb/s;1.72 Mb/s;0 b/s;0 b/s;-5.7 Mb/s;0 b/s;-104 kb/s;-17 Mb/s;-8.2 Mb/s;-7.2 Mb/s;-7.9 Mb/s;-13 Mb/s;-11 Mb/s;0 b/s
27/04/2024 17:05;0 b/s;61.8 Mb/s;0 b/s;42.7 kb/s;833 kb/s;779 kb/s;649 kb/s;2.22 Mb/s;407 kb/s;8.92 Mb/s;0 b/s;0 b/s;-14 Mb/s;0 b/s;-561 kb/s;-16 Mb/s;-12 Mb/s;-9.7 Mb/s;-3.9 Mb/s;-8.2 Mb/s;-7.9 Mb/s;0 b/s
27/04/2024 17:10;0 b/s;69.7 Mb/s;0 b/s;203 kb/s;857 kb/s;1.19 Mb/s;2.48 Mb/s;639 kb/s;524 kb/s;1.06 Mb/s;0 b/s;0 b/s;-6.6 Mb/s;0 b/s;-2.7 Mb/s;-13 Mb/s;-18 Mb/s;-14 Mb/s;-4.0 Mb/s;-9.1 Mb/s;-4.7 Mb/s;0 b/s
27/04/2024 17:15;0 b/s;48.3 Mb/s;0 b/s;41.4 kb/s;729 kb/s;2.63 Mb/s;809 kb/s;316 kb/s;493 kb/s;382 kb/s;0 b/s;0 b/s;-5.0 Mb/s;0 b/s;-94 kb/s;-10 Mb/s;-10 Mb/s;-10 Mb/s;-3.1 Mb/s;-7.5 Mb/s;-5.5 Mb/s;0 b/s
27/04/2024 17:20;0 b/s;55.9 Mb/s;0 b/s;17.7 kb/s;664 kb/s;635 kb/s;1.10 Mb/s;361 kb/s;1.03 Mb/s;5.05 Mb/s;0 b/s;0 b/s;-8.5 Mb/s;0 b/s;-73 kb/s;-11 Mb/s;-7.4 Mb/s;-12 Mb/s;-3.3 Mb/s;-14 Mb/s;-3.2 Mb/s;0 b/s
27/04/2024 17:25;0 b/s;41.5 Mb/s;0 b/s;19.1 kb/s;1.10 Mb/s;511 kb/s;906 kb/s;419 kb/s;555 kb/s;2.53 Mb/s;0 b/s;0 b/s;-5.4 Mb/s;0 b/s;-64 kb/s;-12 Mb/s;-2.6 Mb/s;-7.2 Mb/s;-5.2 Mb/s;-8.4 Mb/s;-3.8 Mb/s;0 b/s
27/04/2024 17:30;0 b/s;65.7 Mb/s;0 b/s;22.0 kb/s;1.15 Mb/s;620 kb/s;603 kb/s;1.02 Mb/s;709 kb/s;4.39 Mb/s;0 b/s;0 b/s;-8.2 Mb/s;0 b/s;-71 kb/s;-20 Mb/s;-9.5 Mb/s;-3.3 Mb/s;-10 Mb/s;-11 Mb/s;-7.5 Mb/s;0 b/s
27/04/2024 17:35;0 b/s;40.0 Mb/s;0 b/s;52.2 kb/s;802 kb/s;667 kb/s;414 kb/s;297 kb/s;291 kb/s;2.79 Mb/s;0 b/s;0 b/s;-5.0 Mb/s;0 b/s;-97 kb/s;-12 Mb/s;-8.4 Mb/s;-653 kb/s;-5.1 Mb/s;-6.7 Mb/s;-5.4 Mb/s;0 b/s
27/04/2024 17:40;0 b/s;25.0 Mb/s;0 b/s;26.0 kb/s;971 kb/s;401 kb/s;91.7 kb/s;561 kb/s;319 kb/s;2.69 Mb/s;0 b/s;0 b/s;-4.4 Mb/s;0 b/s;-65 kb/s;-12 Mb/s;-1.5 Mb/s;-42 kb/s;-962 kb/s;-3.0 Mb/s;-6.0 Mb/s;0 b/s
27/04/2024 17:45;0 b/s;32.6 Mb/s;0 b/s;28.6 kb/s;538 kb/s;618 kb/s;195 kb/s;431 kb/s;187 kb/s;697 kb/s;0 b/s;0 b/s;-2.2 Mb/s;0 b/s;-75 kb/s;-8.8 Mb/s;-9.2 Mb/s;-2.3 Mb/s;-1.1 Mb/s;-181 kb/s;-11 Mb/s;0 b/s
27/04/2024 17:50;0 b/s;39.5 Mb/s;0 b/s;95.4 kb/s;412 kb/s;646 kb/s;101 kb/s;494 kb/s;458 kb/s;776 kb/s;0 b/s;0 b/s;-2.4 Mb/s;0 b/s;-2.1 Mb/s;-8.2 Mb/s;-5.3 Mb/s;-66 kb/s;-3.8 Mb/s;-4.3 Mb/s;-15 Mb/s;0 b/s
27/04/2024 17:55;0 b/s;37.1 Mb/s;0 b/s;186 kb/s;542 kb/s;682 kb/s;97.7 kb/s;805 kb/s;517 kb/s;2.36 Mb/s;0 b/s;0 b/s;-4.3 Mb/s;0 b/s;-3.3 Mb/s;-9.1 Mb/s;-3.8 Mb/s;-105 kb/s;-4.1 Mb/s;-4.0 Mb/s;-10 Mb/s;0 b/s
27/04/2024 18:00;0 b/s;30.9 Mb/s;0 b/s;184 kb/s;428 kb/s;532 kb/s;87.1 kb/s;443 kb/s;373 kb/s;10.4 Mb/s;0 b/s;0 b/s;-12 Mb/s;0 b/s;-2.0 Mb/s;-7.7 Mb/s;-4.0 Mb/s;-105 kb/s;-2.1 Mb/s;-5.6 Mb/s;-8.0 Mb/s;0 b/s
27/04/2024 18:05;0 b/s;41.1 Mb/s;0 b/s;110 kb/s;460 kb/s;478 kb/s;88.0 kb/s;541 kb/s;662 kb/s;4.89 Mb/s;0 b/s;0 b/s;-6.6 Mb/s;0 b/s;-1.4 Mb/s;-8.3 Mb/s;-2.4 Mb/s;-153 kb/s;-1.9 Mb/s;-7.6 Mb/s;-19 Mb/s;0 b/s
27/04/2024 18:10;0 b/s;50.2 Mb/s;0 b/s;82.8 kb/s;5.04 Mb/s;616 kb/s;488 kb/s;967 kb/s;637 kb/s;692 kb/s;0 b/s;0 b/s;-3.5 Mb/s;0 b/s;-509 kb/s;-14 Mb/s;-7.0 Mb/s;-1.2 Mb/s;-7.2 Mb/s;-8.4 Mb/s;-11 Mb/s;0 b/s
27/04/2024 18:15;0 b/s;53.1 Mb/s;0 b/s;129 kb/s;5.11 Mb/s;331 kb/s;127 kb/s;657 kb/s;496 kb/s;863 kb/s;0 b/s;0 b/s;-2.9 Mb/s;0 b/s;-762 kb/s;-15 Mb/s;-4.9 Mb/s;-956 kb/s;-6.1 Mb/s;-7.5 Mb/s;-20 Mb/s;0 b/s
27/04/2024 18:20;0 b/s;61.1 Mb/s;0 b/s;190 kb/s;3.81 Mb/s;853 kb/s;133 kb/s;703 kb/s;846 kb/s;1.27 Mb/s;0 b/s;0 b/s;-4.1 Mb/s;0 b/s;-2.0 Mb/s;-24 Mb/s;-3.8 Mb/s;-663 kb/s;-2.8 Mb/s;-9.7 Mb/s;-17 Mb/s;0 b/s
27/04/2024 18:25;0 b/s;48.5 Mb/s;0 b/s;86.2 kb/s;2.52 Mb/s;840 kb/s;135 kb/s;2.68 Mb/s;940 kb/s;1.19 Mb/s;0 b/s;0 b/s;-6.0 Mb/s;0 b/s;-608 kb/s;-12 Mb/s;-8.1 Mb/s;-1.0 Mb/s;-3.9 Mb/s;-10 Mb/s;-12 Mb/s;0 b/s
27/04/2024 18:30;0 b/s;53.8 Mb/s;0 b/s;94.7 kb/s;725 kb/s;1.45 Mb/s;174 kb/s;3.17 Mb/s;563 kb/s;755 kb/s;0 b/s;0 b/s;-6.2 Mb/s;0 b/s;-807 kb/s;-14 Mb/s;-11 Mb/s;-1.7 Mb/s;-5.9 Mb/s;-7.4 Mb/s;-12 Mb/s;0 b/s
27/04/2024 18:35;0 b/s;44.4 Mb/s;0 b/s;140 kb/s;651 kb/s;589 kb/s;135 kb/s;5.36 Mb/s;422 kb/s;1.05 Mb/s;0 b/s;0 b/s;-7.7 Mb/s;0 b/s;-1.8 Mb/s;-12 Mb/s;-8.8 Mb/s;-450 kb/s;-7.3 Mb/s;-6.6 Mb/s;-6.0 Mb/s;0 b/s
27/04/2024 18:40;0 b/s;49.1 Mb/s;0 b/s;88.5 kb/s;582 kb/s;1.58 Mb/s;78.1 kb/s;1.60 Mb/s;522 kb/s;704 kb/s;0 b/s;0 b/s;-4.7 Mb/s;0 b/s;-1.4 Mb/s;-11 Mb/s;-6.7 Mb/s;-51 kb/s;-7.8 Mb/s;-8.0 Mb/s;-11 Mb/s;0 b/s
